"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Avg Daily Max Air Temperature (F)	Record Count for Daily Max Air Temp (F)	Avg Daily Max Heat Index (F)
	"Rockingham County, NC"	"37157"	"1980"	"1980"	"Jun"	"6"	81.07	240	89.19
	"Rockingham County, NC"	"37157"	"1980"	"1980"	"Jul"	"7"	88.67	248	94.98
	"Rockingham County, NC"	"37157"	"1980"	"1980"	"Aug"	"8"	87.90	248	93.32
	"Rockingham County, NC"	"37157"	"1980"	"1980"	"Sep"	"9"	82.64	240	88.64
	"Rockingham County, NC"	"37157"	"1980"	"1980"	"Oct"	"10"	66.59	248	81.37
	"Rockingham County, NC"	"37157"	"1980"	"1980"	"Nov"	"11"	55.76	240	Missing
	"Rockingham County, NC"	"37157"	"1980"	"1980"	"Dec"	"12"	47.92	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1980"	"1980"			66.26	2928	91.03
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"Jan"	"1"	42.24	248	Missing
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"Feb"	"2"	50.31	224	Missing
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"Mar"	"3"	54.46	248	Missing
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"Apr"	"4"	71.80	240	82.70
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"May"	"5"	73.39	248	84.43
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"Jun"	"6"	88.23	240	91.11
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"Jul"	"7"	88.16	248	93.78
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"Aug"	"8"	85.33	248	88.30
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"Sep"	"9"	78.76	240	84.80
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"Oct"	"10"	67.17	248	85.91
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"Nov"	"11"	58.59	240	Missing
	"Rockingham County, NC"	"37157"	"1981"	"1981"	"Dec"	"12"	42.96	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1981"	"1981"			66.84	2920	89.37
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"Jan"	"1"	38.86	248	Missing
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"Feb"	"2"	49.65	224	Missing
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"Mar"	"3"	58.67	248	Missing
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"Apr"	"4"	63.61	240	Missing
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"May"	"5"	79.73	248	85.41
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"Jun"	"6"	80.57	240	85.60
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"Jul"	"7"	85.17	248	90.57
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"Aug"	"8"	84.20	248	88.70
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"Sep"	"9"	79.06	240	85.22
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"Oct"	"10"	68.42	248	82.96
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"Nov"	"11"	58.58	240	Missing
	"Rockingham County, NC"	"37157"	"1982"	"1982"	"Dec"	"12"	52.97	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1982"	"1982"			66.72	2920	87.44
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"Jan"	"1"	44.54	248	Missing
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"Feb"	"2"	46.95	224	Missing
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"Mar"	"3"	57.83	248	Missing
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"Apr"	"4"	61.67	240	Missing
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"May"	"5"	72.26	248	Missing
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"Jun"	"6"	80.46	240	86.62
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"Jul"	"7"	88.13	248	93.84
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"Aug"	"8"	87.82	248	94.47
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"Sep"	"9"	79.03	240	89.63
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"Oct"	"10"	68.49	248	82.14
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"Nov"	"11"	57.89	240	Missing
	"Rockingham County, NC"	"37157"	"1983"	"1983"	"Dec"	"12"	43.53	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1983"	"1983"			65.83	2920	91.52
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"Jan"	"1"	42.48	248	Missing
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"Feb"	"2"	52.41	232	Missing
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"Mar"	"3"	53.92	248	Missing
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"Apr"	"4"	62.67	240	82.17
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"May"	"5"	72.65	248	84.06
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"Jun"	"6"	84.57	240	89.73
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"Jul"	"7"	82.81	248	90.45
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"Aug"	"8"	84.38	248	88.57
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"Sep"	"9"	76.28	240	87.13
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"Oct"	"10"	75.28	248	83.66
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"Nov"	"11"	54.20	240	Missing
	"Rockingham County, NC"	"37157"	"1984"	"1984"	"Dec"	"12"	54.67	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1984"	"1984"			66.40	2928	88.46
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"Jan"	"1"	39.20	248	Missing
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"Feb"	"2"	47.44	224	Missing
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"Mar"	"3"	60.62	248	84.40
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"Apr"	"4"	70.63	240	83.19
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"May"	"5"	76.45	248	84.60
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"Jun"	"6"	82.94	240	88.86
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"Jul"	"7"	84.61	248	89.85
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"Aug"	"8"	82.49	248	87.76
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"Sep"	"9"	79.44	240	90.06
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"Oct"	"10"	71.34	248	82.93
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"Nov"	"11"	65.24	240	Missing
	"Rockingham County, NC"	"37157"	"1985"	"1985"	"Dec"	"12"	44.50	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1985"	"1985"			67.16	2920	87.92
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"Jan"	"1"	45.03	248	Missing
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"Feb"	"2"	50.98	224	Missing
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"Mar"	"3"	59.28	248	79.40
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"Apr"	"4"	70.62	240	82.44
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"May"	"5"	75.92	248	84.74
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"Jun"	"6"	87.10	240	90.02
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"Jul"	"7"	93.37	248	96.38
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"Aug"	"8"	85.13	248	90.69
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"Sep"	"9"	81.36	240	87.85
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"Oct"	"10"	71.49	248	91.48
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"Nov"	"11"	58.61	240	Missing
	"Rockingham County, NC"	"37157"	"1986"	"1986"	"Dec"	"12"	47.87	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1986"	"1986"			68.98	2920	90.57
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"Jan"	"1"	42.31	248	Missing
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"Feb"	"2"	46.39	224	Missing
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"Mar"	"3"	56.57	248	Missing
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"Apr"	"4"	61.63	240	Missing
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"May"	"5"	77.42	248	85.85
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"Jun"	"6"	83.95	240	88.49
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"Jul"	"7"	88.24	248	94.03
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"Aug"	"8"	86.62	248	92.65
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"Sep"	"9"	79.05	240	85.59
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"Oct"	"10"	63.81	248	Missing
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"Nov"	"11"	59.75	240	Missing
	"Rockingham County, NC"	"37157"	"1987"	"1987"	"Dec"	"12"	49.13	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1987"	"1987"			66.35	2920	90.30
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"Jan"	"1"	39.65	248	Missing
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"Feb"	"2"	48.69	232	Missing
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"Mar"	"3"	58.38	248	Missing
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"Apr"	"4"	65.99	240	Missing
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"May"	"5"	75.87	248	84.41
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"Jun"	"6"	84.04	240	89.96
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"Jul"	"7"	88.43	248	94.16
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"Aug"	"8"	88.90	248	93.75
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"Sep"	"9"	79.12	240	85.92
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"Oct"	"10"	63.56	248	82.62
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"Nov"	"11"	59.76	240	Missing
	"Rockingham County, NC"	"37157"	"1988"	"1988"	"Dec"	"12"	47.28	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1988"	"1988"			66.68	2928	91.03
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"Jan"	"1"	52.62	248	Missing
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"Feb"	"2"	48.68	224	Missing
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"Mar"	"3"	58.88	248	82.28
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"Apr"	"4"	65.33	240	84.63
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"May"	"5"	72.27	248	87.15
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"Jun"	"6"	82.98	240	88.58
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"Jul"	"7"	84.46	248	91.42
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"Aug"	"8"	82.69	248	90.12
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"Sep"	"9"	76.49	240	89.58
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"Oct"	"10"	68.28	248	81.68
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"Nov"	"11"	57.12	240	Missing
	"Rockingham County, NC"	"37157"	"1989"	"1989"	"Dec"	"12"	38.40	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1989"	"1989"			65.77	2920	89.43
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"Jan"	"1"	52.71	248	Missing
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"Feb"	"2"	56.04	224	Missing
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"Mar"	"3"	59.93	248	81.20
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"Apr"	"4"	66.21	240	83.50
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"May"	"5"	74.08	248	84.59
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"Jun"	"6"	83.21	240	89.17
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"Jul"	"7"	86.66	248	91.54
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"Aug"	"8"	85.19	248	89.53
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"Sep"	"9"	80.57	240	88.85
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"Oct"	"10"	70.59	248	83.99
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"Nov"	"11"	61.11	240	Missing
	"Rockingham County, NC"	"37157"	"1990"	"1990"	"Dec"	"12"	53.64	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1990"	"1990"			69.23	2920	89.12
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"Jan"	"1"	49.06	248	Missing
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"Feb"	"2"	52.87	224	Missing
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"Mar"	"3"	58.74	248	Missing
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"Apr"	"4"	68.38	240	85.16
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"May"	"5"	78.69	248	89.13
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"Jun"	"6"	82.47	240	89.30
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"Jul"	"7"	87.53	248	93.77
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"Aug"	"8"	85.49	248	90.42
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"Sep"	"9"	79.78	240	89.51
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"Oct"	"10"	71.21	248	83.08
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"Nov"	"11"	57.07	240	Missing
	"Rockingham County, NC"	"37157"	"1991"	"1991"	"Dec"	"12"	51.56	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1991"	"1991"			68.66	2920	90.59
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"Jan"	"1"	49.02	248	Missing
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"Feb"	"2"	52.89	232	Missing
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"Mar"	"3"	57.37	248	Missing
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"Apr"	"4"	66.61	240	81.16
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"May"	"5"	70.88	248	82.80
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"Jun"	"6"	78.92	240	86.38
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"Jul"	"7"	88.11	248	92.30
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"Aug"	"8"	82.58	248	87.80
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"Sep"	"9"	78.68	240	86.20
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"Oct"	"10"	66.91	248	Missing
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"Nov"	"11"	57.50	240	Missing
	"Rockingham County, NC"	"37157"	"1992"	"1992"	"Dec"	"12"	47.92	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1992"	"1992"			66.48	2928	88.44
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"Jan"	"1"	47.99	248	Missing
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"Feb"	"2"	45.60	224	Missing
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"Mar"	"3"	51.88	248	Missing
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"Apr"	"4"	63.61	240	Missing
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"May"	"5"	75.77	248	84.04
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"Jun"	"6"	83.81	240	89.78
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"Jul"	"7"	89.79	248	96.48
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"Aug"	"8"	86.40	248	91.05
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"Sep"	"9"	80.74	240	87.67
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"Oct"	"10"	68.69	248	83.16
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"Nov"	"11"	59.46	240	81.35
	"Rockingham County, NC"	"37157"	"1993"	"1993"	"Dec"	"12"	46.40	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1993"	"1993"			66.79	2920	91.11
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"Jan"	"1"	41.89	248	Missing
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"Feb"	"2"	50.78	224	Missing
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"Mar"	"3"	58.02	248	Missing
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"Apr"	"4"	70.77	240	84.05
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"May"	"5"	71.79	248	84.21
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"Jun"	"6"	83.96	240	90.60
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"Jul"	"7"	85.34	248	90.84
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"Aug"	"8"	83.79	248	88.14
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"Sep"	"9"	77.70	240	84.91
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"Oct"	"10"	67.01	248	81.73
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"Nov"	"11"	60.83	240	Missing
	"Rockingham County, NC"	"37157"	"1994"	"1994"	"Dec"	"12"	53.33	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1994"	"1994"			67.17	2920	88.59
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"Jan"	"1"	47.06	248	Missing
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"Feb"	"2"	47.19	224	Missing
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"Mar"	"3"	60.05	248	Missing
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"Apr"	"4"	69.96	240	82.44
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"May"	"5"	76.08	248	85.35
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"Jun"	"6"	80.33	240	87.11
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"Jul"	"7"	87.96	248	93.83
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"Aug"	"8"	86.70	248	94.07
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"Sep"	"9"	77.50	240	85.41
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"Oct"	"10"	69.90	248	84.63
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"Nov"	"11"	51.61	240	Missing
	"Rockingham County, NC"	"37157"	"1995"	"1995"	"Dec"	"12"	41.46	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1995"	"1995"			66.44	2920	90.14
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"Jan"	"1"	40.55	248	Missing
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"Feb"	"2"	46.73	232	Missing
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"Mar"	"3"	51.14	248	Missing
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"Apr"	"4"	65.41	240	82.67
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"May"	"5"	76.82	248	87.81
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"Jun"	"6"	83.11	240	90.67
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"Jul"	"7"	85.47	248	90.52
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"Aug"	"8"	82.55	248	86.98
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"Sep"	"9"	76.36	240	86.45
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"Oct"	"10"	67.76	248	Missing
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"Nov"	"11"	50.81	240	Missing
	"Rockingham County, NC"	"37157"	"1996"	"1996"	"Dec"	"12"	51.48	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1996"	"1996"			64.90	2928	88.78
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"Jan"	"1"	44.82	248	Missing
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"Feb"	"2"	51.75	224	Missing
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"Mar"	"3"	60.74	248	Missing
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"Apr"	"4"	61.95	240	Missing
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"May"	"5"	70.17	248	84.05
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"Jun"	"6"	78.18	240	89.38
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"Jul"	"7"	86.41	248	92.65
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"Aug"	"8"	84.43	248	89.54
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"Sep"	"9"	78.47	240	87.03
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"Oct"	"10"	68.89	248	83.78
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"Nov"	"11"	53.98	240	Missing
	"Rockingham County, NC"	"37157"	"1997"	"1997"	"Dec"	"12"	48.36	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1997"	"1997"			65.77	2920	89.63
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"Jan"	"1"	49.62	248	Missing
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"Feb"	"2"	51.03	224	Missing
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"Mar"	"3"	55.87	248	82.14
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"Apr"	"4"	65.61	240	Missing
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"May"	"5"	76.78	248	88.66
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"Jun"	"6"	84.56	240	93.63
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"Jul"	"7"	86.15	248	91.45
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"Aug"	"8"	85.76	248	89.56
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"Sep"	"9"	84.01	240	89.58
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"Oct"	"10"	71.51	248	83.03
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"Nov"	"11"	61.36	240	Missing
	"Rockingham County, NC"	"37157"	"1998"	"1998"	"Dec"	"12"	53.68	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1998"	"1998"			68.92	2920	90.52
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"Jan"	"1"	50.55	248	Missing
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"Feb"	"2"	52.38	224	Missing
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"Mar"	"3"	53.93	248	Missing
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"Apr"	"4"	67.75	240	82.74
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"May"	"5"	75.99	248	82.90
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"Jun"	"6"	81.91	240	87.39
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"Jul"	"7"	89.66	248	98.12
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"Aug"	"8"	89.82	248	93.52
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"Sep"	"9"	77.84	240	85.16
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"Oct"	"10"	67.45	248	Missing
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"Nov"	"11"	63.12	240	Missing
	"Rockingham County, NC"	"37157"	"1999"	"1999"	"Dec"	"12"	51.39	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"1999"	"1999"			68.57	2920	91.04
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"Jan"	"1"	44.92	248	Missing
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"Feb"	"2"	54.18	232	Missing
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"Mar"	"3"	63.51	248	79.72
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"Apr"	"4"	65.45	240	Missing
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"May"	"5"	79.87	248	87.76
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"Jun"	"6"	85.52	240	91.17
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"Jul"	"7"	84.53	248	89.67
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"Aug"	"8"	85.34	248	90.97
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"Sep"	"9"	77.26	240	86.49
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"Oct"	"10"	71.83	248	83.90
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"Nov"	"11"	56.04	240	Missing
	"Rockingham County, NC"	"37157"	"2000"	"2000"	"Dec"	"12"	39.72	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"2000"	"2000"			67.38	2928	89.36
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"Jan"	"1"	45.80	248	Missing
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"Feb"	"2"	53.71	224	Missing
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"Mar"	"3"	54.62	248	Missing
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"Apr"	"4"	70.06	240	84.08
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"May"	"5"	76.02	248	83.79
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"Jun"	"6"	83.37	240	88.80
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"Jul"	"7"	83.77	248	87.99
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"Aug"	"8"	87.66	248	91.92
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"Sep"	"9"	78.11	240	86.14
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"Oct"	"10"	70.26	248	81.35
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"Nov"	"11"	67.19	240	Missing
	"Rockingham County, NC"	"37157"	"2001"	"2001"	"Dec"	"12"	55.28	248	Missing
"Total"	"Rockingham County, NC"	"37157"	"2001"	"2001"			68.88	2920	88.07
	"Rockingham County, NC"	"37157"	"2002"	"2002"	"Jan"	"1"	50.49	248	Missing
	"Rockingham County, NC"	"37157"	"2002"	"2002"	"Feb"	"2"	51.94	224	Missing
	"Rockingham County, NC"	"37157"	"2002"	"2002"	"Mar"	"3"	61.06	248	Missing
	"Rockingham County, NC"	"37157"	"2002"	"2002"	"Apr"	"4"	71.62	240	86.13
	"Rockingham County, NC"	"37157"	"2002"	"2002"	"May"	"5"	76.39	248	86.19
	"Rockingham County, NC"	"37157"	"2002"	"2002"	"Jun"	"6"	88.04	240	89.84
	"Rockingham County, NC"	"37157"	"2002"	"2002"	"Jul"	"7"	90.76	248	95.79
	"Rockingham County, NC"	"37157"	"2002"	"2002"	"Aug"	"8"	89.91	248	94.39
	"Rockingham County, NC"	"37157"	"2002"	"2002"	"Sep"	"9"	83.35	240	86.73
	"Rockingham County, NC"	"37157"	"2002"	"2002"	"Oct"	"10"	69.29	248	87.64
	"Rockingham County, NC"	"37157"	"2002"	"2002"	"Nov"	"11"	56.13	240	Missing
