"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Daily Max Heat Index (F)
	"Jackson County, NC"	"37099"	"1992"	"1992"	84.33
	"Jackson County, NC"	"37099"	"1993"	"1993"	85.14
	"Jackson County, NC"	"37099"	"1994"	"1994"	83.24
	"Jackson County, NC"	"37099"	"1995"	"1995"	86.42
	"Jackson County, NC"	"37099"	"1996"	"1996"	84.61
	"Jackson County, NC"	"37099"	"1997"	"1997"	85.83
	"Jackson County, NC"	"37099"	"1998"	"1998"	84.77
	"Jackson County, NC"	"37099"	"1999"	"1999"	85.65
	"Jackson County, NC"	"37099"	"2000"	"2000"	84.91
	"Jackson County, NC"	"37099"	"2001"	"2001"	84.24
	"Jackson County, NC"	"37099"	"2002"	"2002"	84.37
	"Jackson County, NC"	"37099"	"2003"	"2003"	84.44
	"Jackson County, NC"	"37099"	"2004"	"2004"	84.06
	"Jackson County, NC"	"37099"	"2005"	"2005"	85.67
	"Jackson County, NC"	"37099"	"2006"	"2006"	85.19
	"Jackson County, NC"	"37099"	"2007"	"2007"	85.00
	"Jackson County, NC"	"37099"	"2008"	"2008"	84.21
	"Jackson County, NC"	"37099"	"2009"	"2009"	83.16
	"Jackson County, NC"	"37099"	"2010"	"2010"	85.88
	"Jackson County, NC"	"37099"	"2011"	"2011"	85.47
"Total"	"Jackson County, NC"	"37099"			84.94
	"Johnston County, NC"	"37101"	"1979"	"1979"	90.70
	"Johnston County, NC"	"37101"	"1980"	"1980"	92.49
	"Johnston County, NC"	"37101"	"1981"	"1981"	91.51
	"Johnston County, NC"	"37101"	"1982"	"1982"	89.10
	"Johnston County, NC"	"37101"	"1983"	"1983"	92.86
	"Johnston County, NC"	"37101"	"1984"	"1984"	90.02
	"Johnston County, NC"	"37101"	"1985"	"1985"	89.40
	"Johnston County, NC"	"37101"	"1986"	"1986"	92.28
	"Johnston County, NC"	"37101"	"1987"	"1987"	92.22
	"Johnston County, NC"	"37101"	"1988"	"1988"	92.29
	"Johnston County, NC"	"37101"	"1989"	"1989"	90.95
	"Johnston County, NC"	"37101"	"1990"	"1990"	90.53
	"Johnston County, NC"	"37101"	"1991"	"1991"	92.35
	"Johnston County, NC"	"37101"	"1992"	"1992"	90.29
	"Johnston County, NC"	"37101"	"1993"	"1993"	92.77
	"Johnston County, NC"	"37101"	"1994"	"1994"	90.59
	"Johnston County, NC"	"37101"	"1995"	"1995"	91.70
	"Johnston County, NC"	"37101"	"1996"	"1996"	90.56
	"Johnston County, NC"	"37101"	"1997"	"1997"	90.64
	"Johnston County, NC"	"37101"	"1998"	"1998"	93.20
	"Johnston County, NC"	"37101"	"1999"	"1999"	93.19
	"Johnston County, NC"	"37101"	"2000"	"2000"	90.97
	"Johnston County, NC"	"37101"	"2001"	"2001"	88.97
	"Johnston County, NC"	"37101"	"2002"	"2002"	92.04
	"Johnston County, NC"	"37101"	"2003"	"2003"	92.12
	"Johnston County, NC"	"37101"	"2004"	"2004"	89.33
	"Johnston County, NC"	"37101"	"2005"	"2005"	93.36
	"Johnston County, NC"	"37101"	"2006"	"2006"	91.79
	"Johnston County, NC"	"37101"	"2007"	"2007"	92.28
	"Johnston County, NC"	"37101"	"2008"	"2008"	92.14
	"Johnston County, NC"	"37101"	"2009"	"2009"	91.61
	"Johnston County, NC"	"37101"	"2010"	"2010"	95.03
	"Johnston County, NC"	"37101"	"2011"	"2011"	94.44
"Total"	"Johnston County, NC"	"37101"			91.68
	"Jones County, NC"	"37103"	"1979"	"1979"	90.90
	"Jones County, NC"	"37103"	"1980"	"1980"	92.23
	"Jones County, NC"	"37103"	"1981"	"1981"	91.84
	"Jones County, NC"	"37103"	"1982"	"1982"	89.07
	"Jones County, NC"	"37103"	"1983"	"1983"	92.69
	"Jones County, NC"	"37103"	"1984"	"1984"	89.82
	"Jones County, NC"	"37103"	"1985"	"1985"	89.46
	"Jones County, NC"	"37103"	"1986"	"1986"	92.36
	"Jones County, NC"	"37103"	"1987"	"1987"	92.41
	"Jones County, NC"	"37103"	"1988"	"1988"	91.85
	"Jones County, NC"	"37103"	"1989"	"1989"	90.93
	"Jones County, NC"	"37103"	"1990"	"1990"	90.65
	"Jones County, NC"	"37103"	"1991"	"1991"	91.90
	"Jones County, NC"	"37103"	"1992"	"1992"	90.89
	"Jones County, NC"	"37103"	"1993"	"1993"	92.74
	"Jones County, NC"	"37103"	"1994"	"1994"	90.30
	"Jones County, NC"	"37103"	"1995"	"1995"	90.88
	"Jones County, NC"	"37103"	"1996"	"1996"	90.56
	"Jones County, NC"	"37103"	"1997"	"1997"	90.53
	"Jones County, NC"	"37103"	"1998"	"1998"	93.45
	"Jones County, NC"	"37103"	"1999"	"1999"	92.38
	"Jones County, NC"	"37103"	"2000"	"2000"	90.89
	"Jones County, NC"	"37103"	"2001"	"2001"	88.83
	"Jones County, NC"	"37103"	"2002"	"2002"	91.72
	"Jones County, NC"	"37103"	"2003"	"2003"	91.93
	"Jones County, NC"	"37103"	"2004"	"2004"	90.06
	"Jones County, NC"	"37103"	"2005"	"2005"	93.19
	"Jones County, NC"	"37103"	"2006"	"2006"	91.69
	"Jones County, NC"	"37103"	"2007"	"2007"	91.86
	"Jones County, NC"	"37103"	"2008"	"2008"	92.46
	"Jones County, NC"	"37103"	"2009"	"2009"	91.84
	"Jones County, NC"	"37103"	"2010"	"2010"	95.00
	"Jones County, NC"	"37103"	"2011"	"2011"	94.36
"Total"	"Jones County, NC"	"37103"			91.59
	"Lee County, NC"	"37105"	"1979"	"1979"	90.44
	"Lee County, NC"	"37105"	"1980"	"1980"	92.39
	"Lee County, NC"	"37105"	"1981"	"1981"	91.32
	"Lee County, NC"	"37105"	"1982"	"1982"	88.93
	"Lee County, NC"	"37105"	"1983"	"1983"	92.43
	"Lee County, NC"	"37105"	"1984"	"1984"	89.66
	"Lee County, NC"	"37105"	"1985"	"1985"	89.08
	"Lee County, NC"	"37105"	"1986"	"1986"	92.18
	"Lee County, NC"	"37105"	"1987"	"1987"	91.77
	"Lee County, NC"	"37105"	"1988"	"1988"	92.09
	"Lee County, NC"	"37105"	"1989"	"1989"	90.47
	"Lee County, NC"	"37105"	"1990"	"1990"	90.48
	"Lee County, NC"	"37105"	"1991"	"1991"	91.92
	"Lee County, NC"	"37105"	"1992"	"1992"	90.12
	"Lee County, NC"	"37105"	"1993"	"1993"	92.44
	"Lee County, NC"	"37105"	"1994"	"1994"	90.26
	"Lee County, NC"	"37105"	"1995"	"1995"	91.61
	"Lee County, NC"	"37105"	"1996"	"1996"	90.36
	"Lee County, NC"	"37105"	"1997"	"1997"	90.61
	"Lee County, NC"	"37105"	"1998"	"1998"	92.91
	"Lee County, NC"	"37105"	"1999"	"1999"	92.34
	"Lee County, NC"	"37105"	"2000"	"2000"	90.95
	"Lee County, NC"	"37105"	"2001"	"2001"	89.02
	"Lee County, NC"	"37105"	"2002"	"2002"	91.86
	"Lee County, NC"	"37105"	"2003"	"2003"	91.71
	"Lee County, NC"	"37105"	"2004"	"2004"	89.12
	"Lee County, NC"	"37105"	"2005"	"2005"	92.86
	"Lee County, NC"	"37105"	"2006"	"2006"	91.45
	"Lee County, NC"	"37105"	"2007"	"2007"	91.79
	"Lee County, NC"	"37105"	"2008"	"2008"	91.91
	"Lee County, NC"	"37105"	"2009"	"2009"	91.48
	"Lee County, NC"	"37105"	"2010"	"2010"	94.44
	"Lee County, NC"	"37105"	"2011"	"2011"	93.96
"Total"	"Lee County, NC"	"37105"			91.40
	"Lenoir County, NC"	"37107"	"1979"	"1979"	91.28
	"Lenoir County, NC"	"37107"	"1980"	"1980"	92.79
	"Lenoir County, NC"	"37107"	"1981"	"1981"	91.91
	"Lenoir County, NC"	"37107"	"1982"	"1982"	89.28
	"Lenoir County, NC"	"37107"	"1983"	"1983"	93.13
	"Lenoir County, NC"	"37107"	"1984"	"1984"	90.13
	"Lenoir County, NC"	"37107"	"1985"	"1985"	89.69
	"Lenoir County, NC"	"37107"	"1986"	"1986"	92.21
	"Lenoir County, NC"	"37107"	"1987"	"1987"	92.98
	"Lenoir County, NC"	"37107"	"1988"	"1988"	92.33
	"Lenoir County, NC"	"37107"	"1989"	"1989"	91.15
	"Lenoir County, NC"	"37107"	"1990"	"1990"	91.02
	"Lenoir County, NC"	"37107"	"1991"	"1991"	92.53
	"Lenoir County, NC"	"37107"	"1992"	"1992"	90.66
	"Lenoir County, NC"	"37107"	"1993"	"1993"	93.16
	"Lenoir County, NC"	"37107"	"1994"	"1994"	90.61
	"Lenoir County, NC"	"37107"	"1995"	"1995"	91.56
	"Lenoir County, NC"	"37107"	"1996"	"1996"	90.94
	"Lenoir County, NC"	"37107"	"1997"	"1997"	90.77
	"Lenoir County, NC"	"37107"	"1998"	"1998"	93.77
	"Lenoir County, NC"	"37107"	"1999"	"1999"	92.98
	"Lenoir County, NC"	"37107"	"2000"	"2000"	91.22
	"Lenoir County, NC"	"37107"	"2001"	"2001"	89.11
	"Lenoir County, NC"	"37107"	"2002"	"2002"	92.05
	"Lenoir County, NC"	"37107"	"2003"	"2003"	92.59
	"Lenoir County, NC"	"37107"	"2004"	"2004"	89.90
	"Lenoir County, NC"	"37107"	"2005"	"2005"	93.66
	"Lenoir County, NC"	"37107"	"2006"	"2006"	92.16
	"Lenoir County, NC"	"37107"	"2007"	"2007"	92.48
	"Lenoir County, NC"	"37107"	"2008"	"2008"	92.66
	"Lenoir County, NC"	"37107"	"2009"	"2009"	92.33
	"Lenoir County, NC"	"37107"	"2010"	"2010"	95.66
	"Lenoir County, NC"	"37107"	"2011"	"2011"	94.63
"Total"	"Lenoir County, NC"	"37107"			91.95
	"Lincoln County, NC"	"37109"	"1979"	"1979"	88.70
	"Lincoln County, NC"	"37109"	"1980"	"1980"	91.87
	"Lincoln County, NC"	"37109"	"1981"	"1981"	89.72
	"Lincoln County, NC"	"37109"	"1982"	"1982"	87.40
	"Lincoln County, NC"	"37109"	"1983"	"1983"	91.37
	"Lincoln County, NC"	"37109"	"1984"	"1984"	88.28
	"Lincoln County, NC"	"37109"	"1985"	"1985"	88.06
	"Lincoln County, NC"	"37109"	"1986"	"1986"	91.36
	"Lincoln County, NC"	"37109"	"1987"	"1987"	89.89
	"Lincoln County, NC"	"37109"	"1988"	"1988"	90.48
	"Lincoln County, NC"	"37109"	"1989"	"1989"	88.80
	"Lincoln County, NC"	"37109"	"1990"	"1990"	89.22
	"Lincoln County, NC"	"37109"	"1991"	"1991"	90.37
	"Lincoln County, NC"	"37109"	"1992"	"1992"	88.57
	"Lincoln County, NC"	"37109"	"1993"	"1993"	91.19
	"Lincoln County, NC"	"37109"	"1994"	"1994"	88.41
	"Lincoln County, NC"	"37109"	"1995"	"1995"	90.37
	"Lincoln County, NC"	"37109"	"1996"	"1996"	88.70
	"Lincoln County, NC"	"37109"	"1997"	"1997"	89.58
	"Lincoln County, NC"	"37109"	"1998"	"1998"	91.07
	"Lincoln County, NC"	"37109"	"1999"	"1999"	90.87
	"Lincoln County, NC"	"37109"	"2000"	"2000"	89.42
	"Lincoln County, NC"	"37109"	"2001"	"2001"	88.48
	"Lincoln County, NC"	"37109"	"2002"	"2002"	90.58
	"Lincoln County, NC"	"37109"	"2003"	"2003"	89.60
	"Lincoln County, NC"	"37109"	"2004"	"2004"	88.02
	"Lincoln County, NC"	"37109"	"2005"	"2005"	91.09
	"Lincoln County, NC"	"37109"	"2006"	"2006"	90.06
	"Lincoln County, NC"	"37109"	"2007"	"2007"	90.46
	"Lincoln County, NC"	"37109"	"2008"	"2008"	90.69
	"Lincoln County, NC"	"37109"	"2009"	"2009"	89.49
	"Lincoln County, NC"	"37109"	"2010"	"2010"	93.35
	"Lincoln County, NC"	"37109"	"2011"	"2011"	92.40
"Total"	"Lincoln County, NC"	"37109"			90.01
	"McDowell County, NC"	"37111"	"1979"	"1979"	87.62
	"McDowell County, NC"	"37111"	"1980"	"1980"	89.07
	"McDowell County, NC"	"37111"	"1981"	"1981"	87.78
	"McDowell County, NC"	"37111"	"1982"	"1982"	86.04
	"McDowell County, NC"	"37111"	"1983"	"1983"	89.04
	"McDowell County, NC"	"37111"	"1984"	"1984"	86.70
	"McDowell County, NC"	"37111"	"1985"	"1985"	87.08
	"McDowell County, NC"	"37111"	"1986"	"1986"	87.99
	"McDowell County, NC"	"37111"	"1987"	"1987"	87.61
	"McDowell County, NC"	"37111"	"1988"	"1988"	87.81
	"McDowell County, NC"	"37111"	"1989"	"1989"	87.24
	"McDowell County, NC"	"37111"	"1990"	"1990"	87.19
	"McDowell County, NC"	"37111"	"1991"	"1991"	88.04
	"McDowell County, NC"	"37111"	"1992"	"1992"	86.74
	"McDowell County, NC"	"37111"	"1993"	"1993"	88.22
	"McDowell County, NC"	"37111"	"1994"	"1994"	86.22
	"McDowell County, NC"	"37111"	"1995"	"1995"	89.24
	"McDowell County, NC"	"37111"	"1996"	"1996"	87.00
	"McDowell County, NC"	"37111"	"1997"	"1997"	87.55
	"McDowell County, NC"	"37111"	"1998"	"1998"	87.88
	"McDowell County, NC"	"37111"	"1999"	"1999"	88.63
	"McDowell County, NC"	"37111"	"2000"	"2000"	86.76
	"McDowell County, NC"	"37111"	"2001"	"2001"	86.32
	"McDowell County, NC"	"37111"	"2002"	"2002"	87.43
	"McDowell County, NC"	"37111"	"2003"	"2003"	87.47
	"McDowell County, NC"	"37111"	"2004"	"2004"	86.08
	"McDowell County, NC"	"37111"	"2005"	"2005"	88.63
	"McDowell County, NC"	"37111"	"2006"	"2006"	88.37
	"McDowell County, NC"	"37111"	"2007"	"2007"	87.95
	"McDowell County, NC"	"37111"	"2008"	"2008"	87.22
	"McDowell County, NC"	"37111"	"2009"	"2009"	86.69
	"McDowell County, NC"	"37111"	"2010"	"2010"	89.59
	"McDowell County, NC"	"37111"	"2011"	"2011"	89.23
"Total"	"McDowell County, NC"	"37111"			87.77
	"Macon County, NC"	"37113"	"1979"	"1979"	84.95
	"Macon County, NC"	"37113"	"1980"	"1980"	86.07
	"Macon County, NC"	"37113"	"1981"	"1981"	85.52
	"Macon County, NC"	"37113"	"1982"	"1982"	84.21
	"Macon County, NC"	"37113"	"1983"	"1983"	86.54
	"Macon County, NC"	"37113"	"1984"	"1984"	84.27
	"Macon County, NC"	"37113"	"1985"	"1985"	84.13
	"Macon County, NC"	"37113"	"1986"	"1986"	84.81
	"Macon County, NC"	"37113"	"1987"	"1987"	84.54
	"Macon County, NC"	"37113"	"1988"	"1988"	84.84
	"Macon County, NC"	"37113"	"1989"	"1989"	84.92
	"Macon County, NC"	"37113"	"1990"	"1990"	84.71
	"Macon County, NC"	"37113"	"1991"	"1991"	85.31
	"Macon County, NC"	"37113"	"1992"	"1992"	84.84
	"Macon County, NC"	"37113"	"1993"	"1993"	85.22
	"Macon County, NC"	"37113"	"1994"	"1994"	83.47
	"Macon County, NC"	"37113"	"1995"	"1995"	86.51
	"Macon County, NC"	"37113"	"1996"	"1996"	84.81
	"Macon County, NC"	"37113"	"1997"	"1997"	85.80
	"Macon County, NC"	"37113"	"1998"	"1998"	84.90
	"Macon County, NC"	"37113"	"1999"	"1999"	85.72
	"Macon County, NC"	"37113"	"2000"	"2000"	84.94
	"Macon County, NC"	"37113"	"2001"	"2001"	84.48
	"Macon County, NC"	"37113"	"2002"	"2002"	84.76
	"Macon County, NC"	"37113"	"2003"	"2003"	84.67
	"Macon County, NC"	"37113"	"2004"	"2004"	84.46
	"Macon County, NC"	"37113"	"2005"	"2005"	85.96
	"Macon County, NC"	"37113"	"2006"	"2006"	85.01
	"Macon County, NC"	"37113"	"2007"	"2007"	85.14
	"Macon County, NC"	"37113"	"2008"	"2008"	84.19
	"Macon County, NC"	"37113"	"2009"	"2009"	83.53
	"Macon County, NC"	"37113"	"2010"	"2010"	86.06
	"Macon County, NC"	"37113"	"2011"	"2011"	85.77
"Total"	"Macon County, NC"	"37113"			85.13
	"Madison County, NC"	"37115"	"1979"	"1979"	85.38
	"Madison County, NC"	"37115"	"1980"	"1980"	86.55
	"Madison County, NC"	"37115"	"1981"	"1981"	85.70
	"Madison County, NC"	"37115"	"1982"	"1982"	84.32
	"Madison County, NC"	"37115"	"1983"	"1983"	86.98
	"Madison County, NC"	"37115"	"1984"	"1984"	84.13
	"Madison County, NC"	"37115"	"1985"	"1985"	84.26
	"Madison County, NC"	"37115"	"1986"	"1986"	84.98
	"Madison County, NC"	"37115"	"1987"	"1987"	84.76
	"Madison County, NC"	"37115"	"1988"	"1988"	85.36
	"Madison County, NC"	"37115"	"1989"	"1989"	84.99
	"Madison County, NC"	"37115"	"1990"	"1990"	85.04
	"Madison County, NC"	"37115"	"1991"	"1991"	85.35
	"Madison County, NC"	"37115"	"1992"	"1992"	84.65
	"Madison County, NC"	"37115"	"1993"	"1993"	85.62
	"Madison County, NC"	"37115"	"1994"	"1994"	83.78
	"Madison County, NC"	"37115"	"1995"	"1995"	86.44
	"Madison County, NC"	"37115"	"1996"	"1996"	84.97
	"Madison County, NC"	"37115"	"1997"	"1997"	85.77
	"Madison County, NC"	"37115"	"1998"	"1998"	85.11
	"Madison County, NC"	"37115"	"1999"	"1999"	86.19
	"Madison County, NC"	"37115"	"2000"	"2000"	84.61
	"Madison County, NC"	"37115"	"2001"	"2001"	84.38
	"Madison County, NC"	"37115"	"2002"	"2002"	84.72
	"Madison County, NC"	"37115"	"2003"	"2003"	84.70
	"Madison County, NC"	"37115"	"2004"	"2004"	84.13
	"Madison County, NC"	"37115"	"2005"	"2005"	85.66
	"Madison County, NC"	"37115"	"2006"	"2006"	85.46
	"Madison County, NC"	"37115"	"2007"	"2007"	85.41
	"Madison County, NC"	"37115"	"2008"	"2008"	84.56
	"Madison County, NC"	"37115"	"2009"	"2009"	83.98
	"Madison County, NC"	"37115"	"2010"	"2010"	86.47
	"Madison County, NC"	"37115"	"2011"	"2011"	86.54
"Total"	"Madison County, NC"	"37115"			85.39
	"Martin County, NC"	"37117"	"1979"	"1979"	91.29
	"Martin County, NC"	"37117"	"1980"	"1980"	92.33
	"Martin County, NC"	"37117"	"1981"	"1981"	91.40
	"Martin County, NC"	"37117"	"1982"	"1982"	89.25
	"Martin County, NC"	"37117"	"1983"	"1983"	92.75
	"Martin County, NC"	"37117"	"1984"	"1984"	90.23
	"Martin County, NC"	"37117"	"1985"	"1985"	89.64
	"Martin County, NC"	"37117"	"1986"	"1986"	92.18
	"Martin County, NC"	"37117"	"1987"	"1987"	93.07
	"Martin County, NC"	"37117"	"1988"	"1988"	92.86
	"Martin County, NC"	"37117"	"1989"	"1989"	91.50
	"Martin County, NC"	"37117"	"1990"	"1990"	90.73
	"Martin County, NC"	"37117"	"1991"	"1991"	92.50
	"Martin County, NC"	"37117"	"1992"	"1992"	90.77
	"Martin County, NC"	"37117"	"1993"	"1993"	93.01
	"Martin County, NC"	"37117"	"1994"	"1994"	90.79
	"Martin County, NC"	"37117"	"1995"	"1995"	91.58
	"Martin County, NC"	"37117"	"1996"	"1996"	90.69
	"Martin County, NC"	"37117"	"1997"	"1997"	90.79
	"Martin County, NC"	"37117"	"1998"	"1998"	93.22
	"Martin County, NC"	"37117"	"1999"	"1999"	93.79
	"Martin County, NC"	"37117"	"2000"	"2000"	91.17
	"Martin County, NC"	"37117"	"2001"	"2001"	88.87
	"Martin County, NC"	"37117"	"2002"	"2002"	92.08
	"Martin County, NC"	"37117"	"2003"	"2003"	92.68
	"Martin County, NC"	"37117"	"2004"	"2004"	89.83
	"Martin County, NC"	"37117"	"2005"	"2005"	93.74
	"Martin County, NC"	"37117"	"2006"	"2006"	92.58
	"Martin County, NC"	"37117"	"2007"	"2007"	92.25
	"Martin County, NC"	"37117"	"2008"	"2008"	92.15
	"Martin County, NC"	"37117"	"2009"	"2009"	91.39
	"Martin County, NC"	"37117"	"2010"	"2010"	94.96
	"Martin County, NC"	"37117"	"2011"	"2011"	94.25
"Total"	"Martin County, NC"	"37117"			91.85
	"Mecklenburg County, NC"	"37119"	"1979"	"1979"	89.25
	"Mecklenburg County, NC"	"37119"	"1980"	"1980"	92.08
	"Mecklenburg County, NC"	"37119"	"1981"	"1981"	90.48
	"Mecklenburg County, NC"	"37119"	"1982"	"1982"	87.96
	"Mecklenburg County, NC"	"37119"	"1983"	"1983"	91.47
	"Mecklenburg County, NC"	"37119"	"1984"	"1984"	88.57
	"Mecklenburg County, NC"	"37119"	"1985"	"1985"	88.26
	"Mecklenburg County, NC"	"37119"	"1986"	"1986"	92.00
	"Mecklenburg County, NC"	"37119"	"1987"	"1987"	90.57
	"Mecklenburg County, NC"	"37119"	"1988"	"1988"	90.89
	"Mecklenburg County, NC"	"37119"	"1989"	"1989"	89.38
	"Mecklenburg County, NC"	"37119"	"1990"	"1990"	89.66
	"Mecklenburg County, NC"	"37119"	"1991"	"1991"	91.02
	"Mecklenburg County, NC"	"37119"	"1992"	"1992"	89.14
	"Mecklenburg County, NC"	"37119"	"1993"	"1993"	91.61
	"Mecklenburg County, NC"	"37119"	"1994"	"1994"	88.84
	"Mecklenburg County, NC"	"37119"	"1995"	"1995"	90.42
	"Mecklenburg County, NC"	"37119"	"1996"	"1996"	89.17
	"Mecklenburg County, NC"	"37119"	"1997"	"1997"	89.81
	"Mecklenburg County, NC"	"37119"	"1998"	"1998"	91.85
	"Mecklenburg County, NC"	"37119"	"1999"	"1999"	91.20
	"Mecklenburg County, NC"	"37119"	"2000"	"2000"	89.93
	"Mecklenburg County, NC"	"37119"	"2001"	"2001"	88.57
	"Mecklenburg County, NC"	"37119"	"2002"	"2002"	91.52
	"Mecklenburg County, NC"	"37119"	"2003"	"2003"	90.08
	"Mecklenburg County, NC"	"37119"	"2004"	"2004"	88.74
	"Mecklenburg County, NC"	"37119"	"2005"	"2005"	91.54
	"Mecklenburg County, NC"	"37119"	"2006"	"2006"	90.48
	"Mecklenburg County, NC"	"37119"	"2007"	"2007"	90.90
	"Mecklenburg County, NC"	"37119"	"2008"	"2008"	91.43
	"Mecklenburg County, NC"	"37119"	"2009"	"2009"	90.49
	"Mecklenburg County, NC"	"37119"	"2010"	"2010"	93.75
	"Mecklenburg County, NC"	"37119"	"2011"	"2011"	93.09
"Total"	"Mecklenburg County, NC"	"37119"			90.50
	"Mitchell County, NC"	"37121"	"1979"	"1979"	84.56
	"Mitchell County, NC"	"37121"	"1980"	"1980"	85.45
	"Mitchell County, NC"	"37121"	"1981"	"1981"	84.04
	"Mitchell County, NC"	"37121"	"1982"	"1982"	83.05
	"Mitchell County, NC"	"37121"	"1983"	"1983"	86.99
	"Mitchell County, NC"	"37121"	"1984"	"1984"	84.60
	"Mitchell County, NC"	"37121"	"1985"	"1985"	82.64
	"Mitchell County, NC"	"37121"	"1986"	"1986"	84.15
	"Mitchell County, NC"	"37121"	"1987"	"1987"	83.46
	"Mitchell County, NC"	"37121"	"1988"	"1988"	84.46
	"Mitchell County, NC"	"37121"	"1989"	"1989"	83.92
	"Mitchell County, NC"	"37121"	"1990"	"1990"	84.07
	"Mitchell County, NC"	"37121"	"1991"	"1991"	84.04
	"Mitchell County, NC"	"37121"	"1992"	"1992"	83.08
	"Mitchell County, NC"	"37121"	"1993"	"1993"	84.16
	"Mitchell County, NC"	"37121"	"1994"	"1994"	82.80
	"Mitchell County, NC"	"37121"	"1995"	"1995"	86.00
	"Mitchell County, NC"	"37121"	"1996"	"1996"	84.20
	"Mitchell County, NC"	"37121"	"1997"	"1997"	85.00
	"Mitchell County, NC"	"37121"	"1998"	"1998"	84.29
	"Mitchell County, NC"	"37121"	"1999"	"1999"	85.43
	"Mitchell County, NC"	"37121"	"2000"	"2000"	84.00
	"Mitchell County, NC"	"37121"	"2001"	"2001"	83.90
	"Mitchell County, NC"	"37121"	"2002"	"2002"	83.53
	"Mitchell County, NC"	"37121"	"2003"	"2003"	84.28
	"Mitchell County, NC"	"37121"	"2004"	"2004"	82.95
	"Mitchell County, NC"	"37121"	"2005"	"2005"	85.18
	"Mitchell County, NC"	"37121"	"2006"	"2006"	84.37
	"Mitchell County, NC"	"37121"	"2007"	"2007"	84.55
	"Mitchell County, NC"	"37121"	"2008"	"2008"	83.64
	"Mitchell County, NC"	"37121"	"2009"	"2009"	83.15
	"Mitchell County, NC"	"37121"	"2010"	"2010"	85.35
	"Mitchell County, NC"	"37121"	"2011"	"2011"	85.36
"Total"	"Mitchell County, NC"	"37121"			84.57
	"Montgomery County, NC"	"37123"	"1979"	"1979"	89.57
	"Montgomery County, NC"	"37123"	"1980"	"1980"	92.11
	"Montgomery County, NC"	"37123"	"1981"	"1981"	90.88
	"Montgomery County, NC"	"37123"	"1982"	"1982"	88.49
	"Montgomery County, NC"	"37123"	"1983"	"1983"	92.06
	"Montgomery County, NC"	"37123"	"1984"	"1984"	89.01
	"Montgomery County, NC"	"37123"	"1985"	"1985"	88.79
	"Montgomery County, NC"	"37123"	"1986"	"1986"	92.10
	"Montgomery County, NC"	"37123"	"1987"	"1987"	91.17
	"Montgomery County, NC"	"37123"	"1988"	"1988"	91.55
	"Montgomery County, NC"	"37123"	"1989"	"1989"	89.79
	"Montgomery County, NC"	"37123"	"1990"	"1990"	90.08
	"Montgomery County, NC"	"37123"	"1991"	"1991"	91.47
	"Montgomery County, NC"	"37123"	"1992"	"1992"	89.68
	"Montgomery County, NC"	"37123"	"1993"	"1993"	91.83
	"Montgomery County, NC"	"37123"	"1994"	"1994"	89.57
	"Montgomery County, NC"	"37123"	"1995"	"1995"	91.15
	"Montgomery County, NC"	"37123"	"1996"	"1996"	89.84
	"Montgomery County, NC"	"37123"	"1997"	"1997"	90.18
	"Montgomery County, NC"	"37123"	"1998"	"1998"	92.46
	"Montgomery County, NC"	"37123"	"1999"	"1999"	91.69
	"Montgomery County, NC"	"37123"	"2000"	"2000"	90.51
	"Montgomery County, NC"	"37123"	"2001"	"2001"	88.77
	"Montgomery County, NC"	"37123"	"2002"	"2002"	91.56
	"Montgomery County, NC"	"37123"	"2003"	"2003"	90.91
	"Montgomery County, NC"	"37123"	"2004"	"2004"	88.88
	"Montgomery County, NC"	"37123"	"2005"	"2005"	92.29
	"Montgomery County, NC"	"37123"	"2006"	"2006"	91.00
	"Montgomery County, NC"	"37123"	"2007"	"2007"	91.27
	"Montgomery County, NC"	"37123"	"2008"	"2008"	91.68
	"Montgomery County, NC"	"37123"	"2009"	"2009"	90.95
	"Montgomery County, NC"	"37123"	"2010"	"2010"	94.00
	"Montgomery County, NC"	"37123"	"2011"	"2011"	93.41
"Total"	"Montgomery County, NC"	"37123"			90.94
	"Moore County, NC"	"37125"	"1979"	"1979"	90.03
	"Moore County, NC"	"37125"	"1980"	"1980"	92.20
	"Moore County, NC"	"37125"	"1981"	"1981"	90.98
	"Moore County, NC"	"37125"	"1982"	"1982"	88.68
	"Moore County, NC"	"37125"	"1983"	"1983"	92.15
	"Moore County, NC"	"37125"	"1984"	"1984"	89.20
	"Moore County, NC"	"37125"	"1985"	"1985"	88.92
	"Moore County, NC"	"37125"	"1986"	"1986"	92.05
	"Moore County, NC"	"37125"	"1987"	"1987"	91.40
	"Moore County, NC"	"37125"	"1988"	"1988"	91.67
	"Moore County, NC"	"37125"	"1989"	"1989"	90.09
	"Moore County, NC"	"37125"	"1990"	"1990"	90.30
	"Moore County, NC"	"37125"	"1991"	"1991"	91.53
	"Moore County, NC"	"37125"	"1992"	"1992"	89.90
	"Moore County, NC"	"37125"	"1993"	"1993"	92.06
	"Moore County, NC"	"37125"	"1994"	"1994"	89.81
	"Moore County, NC"	"37125"	"1995"	"1995"	91.36
	"Moore County, NC"	"37125"	"1996"	"1996"	90.03
	"Moore County, NC"	"37125"	"1997"	"1997"	90.32
	"Moore County, NC"	"37125"	"1998"	"1998"	92.60
	"Moore County, NC"	"37125"	"1999"	"1999"	91.91
	"Moore County, NC"	"37125"	"2000"	"2000"	90.62
